P	Purchased as a Christmas Gift.
P	A MUST if you have Amazon Prime.
P	Christmas present.
P	Great tablet for kids.
P	Great update to my existing kindle.
P	Excellent device.
P	Works very well especially for non tech people.
P	Great display.
O	Amazon HD Tablet.
P	great buy.
P	Great tablet for readers.
P	I bought one for me and one for each of my nieces.
P	Best bang for your buck.
P	Good for the price.
P	Very good product so far.
P	This tablet its awesome.
P	Good Tablet for Books.
P	Awesome.
P	Great for kids.
P	Great value for pricing.
P	Great.
P	Awesome Table for the.
P	Good little tablet with HD quality.
P	Great raffle prize.
P	Good tablet for the money.
P	good portable device.
P	Great fun Educational apps books brain teasers.
P	this product has great features and good history.
N	You get a lot for the price.
P	Great Reader.
P	Easy to use.
O	Great tablet for anybody.
N	jealous.
O	Kindle Fire HD.
P	Great for college students.
P	AMAZON FIRE AMAZING.
P	I love it.
P	Good.
P	FIRE HD Amazing.
P	Great tablet for the whole family.
O	Great tabletreasonably priced.
P	Ended up returning.
P	Good.
P	tablet.
p	Its great I love it.
P	Nice tablet.
O	My mamas BDay gift.
P	Best Buy for your buck.
P	Get Online without Hassle.
P	nice product for the money.
P	great for the price.
P	Perfect.
P	Best Bang For Your Money.
P	Xmas gift.
P	Great tablet at a great price.
P	Great size.
P	So very happy with the new kindle.
P	Great tablet for the price.
O	Tablet.
P	Great Kids Tablet.
P	Christmas Gift.
P	Great for on the go.
P	Inexpensive yet Great quality tablet.
P	Great tablet for children.
P	Great buy for Prime Members.
P	Great budget tablet.
P	good value.
P	Handy and fun.
P	Great price.
P	fabulous.
P	Excellent value.
P	Good tablet for basic needs.
P	Mom Loves it.
P	should have purchased sooner.
P	Great product.
P	Great deal.
P	Great tablet for my year old to start with.
P	Awesome.
P	A great starter tablet for a youngster.
P	Great tablet.
P	good for the price.
P	Good overall tablet.
P	It Has Alexa Built In.
P	Same format as smartphone.
P	worth having the product to kids.
P	nice beginner tablet.
O	Perfect for my kids.
P	Gift for my dad.
P	Love Kindle.
P	Great starter tablet for someone like myself.
P	great for reading.
P	Great tablet.
P	powerful.
P	Fantastic Tablet for the price.
P	A cheap tablet.
P	Great tablet.
P	Price is great but limited to Amazon Apps.
O	Awesome tablet.
O	Works well but too tied to Amazon.
P	Great Tablet for the casual user.
P	Easy To use.
P	Easy to Use.
P	Excellent.
P	Great tablet.
P	Works great for my yr old.
O	Love kindle fire.
P	Great price on a nice tablet.
P	Must have tablet.
P	Great tablet.
P	great tablet for kids and adults.
P	Great every day tablet.
P	Nice size.
P	Great tablet.
P	returned item.
P	Excellent buy for kids.
P	In love.
P	Good bargain tablet.
P	Excellent Tablet for the money.
O	Great kindle for kids.
P	Computer in my palm.
P	Great and versatile.
P	Great for the Price.
P	good.
P	Excellent fire tab.
P	Awesome Upgrade.
P	year old granddaughter loves it.
P	Very nice.
P	Good for what I use it for.
P	Lightweight easy to use tablet.
P	Love my new kindle.
P	Great first tablet.
P	Excellent for the money.
P	Performs as expected.
P	Great and light weight.
P	Great everyday tablet.
P	Great price.
P	Great tablet.
P	Great Ereader.
P	Great tablet.
P	Excellent Product.
P	It is amazing.
P	Fire HD.
P	Budget priced and Easy to use.
P	Great entry tablet for the price.
O	Great tablet.
P	Cannot beat if for the price.
P	Great tablet for my kid.
P	Great tab.
P	Great Tablet.
P	Love it.
P	Great tablet.
P	Excellent Tablet.
P	short life.
P	Great product.
P	Love it.
P	Good reader.
P	Ok.
P	Works quit well would recommend.
P	basic but good.
P	Very nice.
P	Machine meets all expectations.
P	Awesome tablet.
P	great.
P	Great Screen For Echo.
P	Great inexpensive tablet.
P	Bought it for my son.
P	Perfect.
O	Works great.
P	Too may preloaded useless apps.
P	Fine for reading.
P	Great upgrade.
P	Great tablet for the price.
P	good.
P	April love best buy.
N	Good tablet.
P	I have kindle fires.
P	good quality for school.
P	Solid tablet.
P	Excellent choice for my mom.
P	great for the price.
O	Use my kindle more than my laptop.
P	Broke in mos.
P	Great.
P	Great for the price.
P	Good for the books.
P	Great gift.
P	very happy.
P	Great Tablet.
P	Exceptional Tablet.
P	Son loves it.
P	Easy to Use.
P	Love it.
P	Happy with this purchase.
O	Great tablet right size.
P	My son really enjoys it.
P	Easy to use tablet.
P	love it.
P	Great Children Tablets.
P	Good for the price.
P	good.
O	Excellent tablet for email Facebook and media.
P	Low cost effective internet device.
P	Great device.
P	Great ereader and tablet.
P	Makes a great gift for first time Tablet Users.
P	not the best in class but priced right.
P	Awesome tab for the price.
P	Great for reading.
P	Too good to pass up.
O	Ads ads and ads.
O	Quality upgrade for Fire users.
P	I would buy it again.
P	Best Decision I Ever Made.
P	Great product.
P	Great tablet.
P	Great black friday price for this tablet.
P	Outstanding value.
P	Great tablet for a beginner.
P	Great Purchase.
P	Fun tablet for anyone.
P	This is great for a second reader.
P	Love it.
P	hey its a tablet.
P	Black Friday Deal.
P	Nice tablet.
P	An average Fire tablet.
P	Great tablet for my year old.
P	Fun tablet.
P	Love Love Love.
P	Very pleased with tablet.
P	great tablet for any age.
P	Its great.
O	Kindle Fire.
P	Kids gift for Xmas.
P	Great.
P	Kids tablet.
P	Great Tablet I use mostly for gaming.
P	Great Tablet.
P	Great size kindle.
P	Great product love it.
P	Great buy.
P	Great device.
N	No Android support.
P	Christmas gift.
P	Great tablet for a small child.
P	Great performance for the price.
P	Tablet.
P	Excellent Product.
O	Cool product.
P	Great but alone.
P	Good tablet for reading and watching videos.
P	Great Tablet.
P	Nice tablet for year old.
P	Great value.
P	Teenagers love it.
P	Good product.
P	Perfect for Any Age.
P	Kindle Fire is best bang for buck.
P	Love it Easy to use and fun.
P	Great for reading.
P	Great multipurpose device.
P	Very nice tablet.
P	Love this tablet.
P	Great Tablet for the price.
P	Great tablet.
P	Great as an ereader.
P	Not bad for dollar BF Deal.
P	killer tab.
P	Great tablet for the price.
P	Loving it.
P	a Good buy.
P	Great buy.
P	Was for my wife who loves it.
P	love it.
O	nice display.
P	so fast.
O	Kindle.
O	Very Happy.
P	It fits my need perfectly.
P	Good for the price.
P	Perfect for a gift.
P	Best Kindle owned.
P	Bought for grandkids they love it.
P	Good tablet.
P	Its easy to use.
P	Love it.
P	Best Kindle to date.
P	Its nice little tablet.
P	Christmas gift.
P	Great for my daughter.
P	Great item for grandsons.
P	love it.
P	Decent tablet but not high caliber.
P	Excellent Functionality and Value.
P	Fun tablet.
O	Great Value.
P	greatest tablet at this price point.
P	Best value for a tablet.
P	Christmas gift for my daughter.
P	Great updated Kindle.
P	Overall great product.
P	You get what your paying for.
O	Ok for the price.
P	Works well but Needs Better Parental Options.
P	Wife absolutley loves her new Fire HD tablet.
P	Solid.
P	Very nice tablett.
P	Great little online browser for the price.
P	Super present.
P	Good tablet.
P	Great price point.
P	Great tablet for price.
P	wow over the top happy.
P	A very good deal.
P	Fan of Amazon fire.
P	It is a shopping device.
P	Very versatile.
P	great little device.
P	Nice hand sized tablet.
P	Nice tablet.
P	Nice upgrade from Amazon Tablet.
P	My fourth Kindle Love Them.
O	Yes.
P	Got for my wife.
P	Nice for the price.
P	Excellent gift for kids.
P	Great Tablet.
O	Love the larger sized screen.
P	This is the clearest screen ive ever seen.
P	Awesome to use.
P	Nice for the price.
N	Nice tool.
P	Just what I wanted.
P	Love my HD.
P	Great tablet.
P	Love it.
P	Great Amazon Tablet.
P	Awesome product very light.
P	KINDLE FIRE.
P	Great product does the job.
O	Great tablet.
N	poor photo quality.
P	Excellent budget tablet.
P	Everything you expect from Amazon.
P	Good tablet for the money.
P	Great pics.
P	Great for beginners.
P	Great tablet.
P	Works exactly as described.
P	Great product.
P	Great tablet.
P	Great Pad but still not the best.
P	Great tablet.
P	So far so good.
P	great tablet.
P	Easy to read but loses charge fast.
P	Great tablet.
P	Super fast.
P	Nice Tablet.
P	Great for children and learning.
O	Decent tablet.
N	hate it.
P	Fire works for me.
P	Christmas gift.
P	Very pleased with tablet.
P	Lots of download space.
P	A nice Kindle Reader.
P	Great ebook reader.
P	One flaw.
P	Good tablet.
P	Great but awaiting Alexa feature.
P	Great features.
P	Best budget tablet.
P	Its a good small tablet.
P	With Amazon Prime it is a great tablet.
P	Bought for daughter.
P	I love everything you can do on it.
P	good.
P	Great product.
P	Great tablet.
P	Great Kindle Fire.
P	Like the size.
P	I did give it a star rating.
P	The best.
P	Its a great tablet.
P	Great padt.
P	Great tablet.
P	Great.
P	Good Deal.
P	A good value.
P	Great ipad for a beginner such as I am.
P	Awesome tablet for a small fee.
P	Great tablet.
P	Excellent tablet for the price.
O	Great basic kindle.
O	Great fire tablet.
O	Great bargain tablet.
O	frustrating compared to an android.
P	Outstanding replacement for my year old Kindle.
P	MY AMAZON FIRE ROCKS.
P	Good IPAD alternative.
P	Great for reading playing games and more.
P	Better than the Kindle HD.
P	Great value tablet.
P	Good Value.
P	Fast Tablet.
P	Nice combination of reader and tablet.
P	Ok for a young person.
P	corporate consultant.
P	Very good.
P	Love Kindle Fire.
P	Amazing tablet at a great price.
P	Great for anyone.
P	Great tablet for the price.
P	Great product.
P	Great addition.
P	Tablet.
P	Okay tablet.
P	My favorite Kindle.
P	GREAT VALUE.
P	We purchased for our year old who loves tablets.
P	Good for Kids.
P	Love of games.
P	Great For Basics.
P	Great travelTablet.
P	Great Value.
P	Great Alternative to College Textbooks.
P	I like the Kindle Fire very much.
P	Great Tablet unbelievable price.
P	Solid tablet with potential.
P	Great Tablet.
P	Great tablet at a great price.
P	Like the size and lite weight.
P	Good Reader with Internet benefits.
O	Great tablet for browsing.
P	I did buy again.
P	Great to travel with.
O	Kindle.
P	Great first tablet.
P	Great tablet.
P	great.
P	I love it.
P	good for its range.
P	Great tablet for general use.
P	Bang for the buck.
P	Great tablet.
P	A Lot of Bang for the Buck.
P	Great Replacement for my Kindle Fire HD.
P	Needs manual for basic functions.
P	Replace a tablet.
P	Great for hearing impaired in downloading videos.
P	PERFECT.
P	New Fire HD.
O	Great product for beginners.
O	Fire HD tablets.
O	great product and service.
O	Has everything you need.
P	Needed the bigger tablet.
P	great for the price.
P	Love the Kindle Fire HD.
P	Works great.
P	Even better than before.
P	Great Kindle Fire.
P	Great buy.
P	great product.
P	Perfect.
P	CHEAP OPTAON.
P	Very descent.
P	Cannot beat it.
P	Really great for the price.
P	Best tablet backed by Amazon.
P	like product need some help wquestions.
P	Great tablet.
P	Excellent Tablet for Entertaiment.
P	Best buy for the kids ever.
P	Good tablet.
P	Love my kindle.
P	Great For Basic To Moderate Use.
O	More ideal for a child or teen.
O	Great for ebooks for school.
P	Good tablet bad wifi connection.
P	Great Product.
P	Amazon Fire Tablet.
P	Nice tablet.
P	good price.
P	Great for my needs mainly reading and games.
P	Wife loves it.
P	Easy to use and set up.
P	Amazon Fire HD.
P	Great item.
P	I love it.
P	love my new Kindle.
P	Works great.
P	Works great for what I need.
P	Excellent.
P	Terrific tablet for its size.
P	Tablet.
P	Great kindle.
P	Wow.
P	Love it Buy it You need it.
P	Very Good Tablet for the Money.
P	Decent tablet.
O	Good Buy.
P	Got the tablet for my grandson.
P	product works real well.
N	Great tablet.
P	Disappointed.
P	works very well.
P	Outstanding replacement for original Kindle Fire.
P	Great for kids.
P	Perfect size for my nephew.
P	Great product and cost.
P	Great investment.
P	Great for the price.
P	Great for my mother in law.
P	Nice.
P	Great Tablet GB of RAM FAST.
P	Alexa is great.
P	PERFECT SIZE.
P	good basic tablet and excellent price.
P	Not What She Wanted.
P	Nice.
P	Great tablet for the price.
P	Nice tablet.
P	Great Tablet.
P	Fabulous easy tablet.
P	Durable.
P	OMG I LOVE THIS FIRE.
P	Nice reasonably priced tablet.
P	Great Item Great Price.
P	nice improvments.
P	Dual Use.
P	Amazing Size.
O	Love.
P	Very poor.
P	I LOVE this tablet.
P	Great Product.
P	smiles.
P	Fire HD.
P	EASY TO SET UP AND USE.
P	Very nice tablet for the money.
P	great tablet very durable.
P	In love.
P	Good Beginners Tablet.
P	Awesome little tablet.
P	Excellent Reading Tablet.
P	Great tablet.
P	Nice product.
O	Snappy value tablet.
P	Brings hours of enjoyment.
P	Great tablet for the price Love it.
P	Love it.
P	Great for the price.
P	Good.
P	Good value.
P	Good tablet.
P	Love it Great value.
P	Great Tablet.
P	Absolute love it.
P	Love It.
P	Works fine.
P	Very Cool for teen.
P	Nice product love the screen size.
P	Easy to use.
P	Not an iPad by any means.
P	Great.
O	Tablet.
P	Great device for viewing video and books.
P	Excelent Tablet.
P	Live it.
O	Amazon Fire.
P	Love the size of the screen.
P	Good for price.
P	Great for the price.
P	Excellent product at a very reasonable price.
P	Happy Wife.
P	Love My Fire.
P	Not like the older model.
P	Easy Peasy.
O	Kindle fire hd.
P	Very good tablet and best price.
P	Love my Fire Tablet.
P	this is a great tablet.
P	Nice little tablet for the price.
P	Works good Easy setup.
P	My daughter loves it.
P	Easy to watch movies play games and read books.
P	love it just like my other one just better.
P	Love it.
N	Better than expected.
P	Does all that I need.
P	Great.
P	Good.
P	Nice tablet.
P	Easy to use with good clear screen display.
P	Great tablet for my kids.
P	Great tablet for a novice.
P	very good quality for the.
N	NOT WORTH IT.
P	Good tablet for what it does.
P	Great.
P	Great.
P	Excellent for price.
P	Awesome Fire Tablet.
P	It was a good buy.
P	A Solid Basic Tablet.
P	Great for price.
P	Great tablet.
P	Cant find any faults here.
O	Tablet.
P	Exceeds my expectations.
O	Kindle to Fire.
P	Easy and Convenient.
P	Great picture quality.
p	Nice Tablet.
P	Great Kindle for reading.
P	Good.
P	Great device.
O	New Fire.
P	Good for price.
P	Great product for the.
P	An improvement from my original Kindle.
N	Returned it SLOW.
P	Easy to use.
P	Great tablet for wife.
P	It works and charge well.
P	Kid Friendly.
O	Great tablet for the price.
O	The Kindle fits me to a T.
P	Great value.
P	Awesome product.
O	Great tablet.
P	Gets the work done.
P	great tablet for anyone.
O	Just ok.
P	Very nice.
O	Amazon.
P	Love it for the price.
P	Nice tablet for the price.
O	Handy.
O	Easy to use.
P	My Kindle fire.
P	Love Best Buy.
P	Not bad.
P	For the little ones.
P	Fire HD Tablet.
P	Great Bang for the Buck.
P	Awesome.
P	Much better.
P	Have a nook this is better has more apps and go.
P	Great Device.
P	Value for money.
P	Best one to date.
O	Good.
P	Like a laptop only smaller.
P	Great reader.
P	nice for a grandparent.
P	Great tablet.
P	Awesome camera and excellent service.
P	Great tablet for Amazon prime members.
P	Love it.
P	Great tablet.
N	dead.
P	Nice tablet.
P	Great tablet.
P	Excellent product.
P	Great price.
P	Great tablet.
P	Great tablet for anyone.
P	Awesome tablet.
P	Great deal thanks.
O	recommended by a friend.
P	Nice product.
P	Easy use.
P	Nice.
P	Good value.
P	I like.
P	Good tablet.
O	Kindle fire rocks.
P	Very happy.
O	A Quality Product.
P	Bought for a friend he loves it.
P	Great for beginner.
P	Good tablet at a great price.
P	Great guft.
P	Perfect tablet.
P	Great gift.
P	Great Amazon Tablet.
P	Great tablet for beginner.
P	Kindle with a lot of advertising.
P	love my tablet.
P	Great gift.
O	Readers delight.
P	My wife loves this.
P	Love it.
P	Great birthday gift.
P	Pretty good.
P	Great for every day use.
P	Decent for the price.
P	Great tablet.
P	Great Tablet.
P	Great replacement.
O	Husbands.
P	Great.
P	I love my kindles.
P	Surprisingly good.
P	Great little tablet.
P	great tablet.
P	Great tablet.
P	Love it.
P	Gift for wifes Mother.
O	Nice upgrade.
N	Too many ads.
P	Great Product.
P	Perfect.
P	Great.
N	Everything you expect.
P	Tablet nice not so nice battery though.
P	Overall great prodcut.
P	Good.
O	tablet.
N	Sad.
P	Great tablet enjoy using.
P	Great beginners tablet.
P	Great update.
P	great.
P	Pleased.
P	Best gift we bought this year.
O	Amazon HD.
P	Great budget tablet.
P	Love it.
P	Priced Right.
P	Love it.
P	Its fast and perfect.
P	great fire.
O	Capable tablet at a bargain price.
P	Amazon Fire HD.
P	Amazing.
P	Great tablet.
O	product.
O	just ok.
P	Excellent size.
P	Great Service.
P	Good tablet for the price.
P	Great tablet.
P	Nice improvements over the previous generations.
P	A gift.
P	Great.
P	Good for the money.
P	Great tablet.
P	Perfect for emails.
P	Best portable Netflix device ever.
P	Great.
P	Great tablet.
P	So convenient and easy to use.
P	Great bargain tablet.
P	So far I love it.
P	Great kindle.
O	Kindle Fire HD.
P	Great tablet for a gift.
P	Awesome.
N	Not charging well.
P	Works great.
P	Fantastic purchase.
P	Love using Kindle Fire.
P	Great Kindle.
P	Excellent.
P	picked one up for fun.
N	Amazon Fire.
N	Wolud not unlock.
O	fire hd.
P	Love this tablet.
P	Good value.
N	Unable to use it.
P	solid tablet.
P	Nice tablet for books and videos.
P	Good for kids.
P	good.
P	It nice.
P	Good value.
P	Excellent tablet for games reading email photos.
P	great.
P	Super.
P	Excellent.
P	Excellent tablet for the price.
P	Great easy to use tablet.
P	Kindle Fire Exceeds Expectations.
O	Easy to use.
P	Enter than I thought.
P	Great tablet.
P	Great Buy.
P	Great tablet for the price.
P	Good lightweight Tablet.
P	Great intro tablet.
P	the first Fire HD we purchased died.
P	Kindle Fire.
P	Easy to operate and read.
P	Okay but not the best.
P	Great price.
P	Great.
N	Great gift.
P	Perfect for what I wanted it for.
P	great product.
P	Great tablet.
P	works great.
P	Very easy to use.
P	like it.
P	Awesome tablet.
P	Great item.
P	Great device.
P	Great kindle.
O	Fire HD tablet.
P	Was a gift.
P	Birthday Present.
P	Noticeable improvement over the fire inch.
P	Great tablet for the price.
O	Adequate Tablet.
P	Kindle upgrade.
P	Better than before.
P	Details are accurate.
P	awesome price for a great item.
P	Absolutely awesome.
P	Great.
P	Functional.
P	Surprisingly GOOD.
O	HD Fire.
P	Awesome if you have Amazon Prime.
P	Very useful in reading and in using the internet.
P	Not for computer beginner.
O	Kindle fire.
P	Great Value.
P	One of the best fire tablets.
N	price expensive.
P	Great kindle.
P	great taBlet.
P	I love my new tablet.
N	Great tablet.
O	Upgrade from fire HD.
P	Excellent tablet.
P	Excellent buy.
P	Great for kids.
P	Really good.
P	Good cheap tablet.
P	Excellent.
P	Perfect size for daily use good battery life.
P	My LITTLE one LOVE this TABLET.
P	Excellent Product.
O	Kindle Amazon Fire.
P	Good low budget.
P	Decent Tablet For the price.
P	Great Tablet.
P	Great.
P	Tablet gift.
O	Kindle Fire HD.
P	great.
P	So far so good.
P	good upgrade from my old kindle.
P	Easy to use minimal setup needed.
P	Nice Gift.
P	Everything we needed.
P	Easy to use.
P	good product.
P	Excellent.
P	I love my new Kindle Its better than I thought.
P	Pretty nice.
P	Light weight.
p	User friendly.
P	Good Replacement for Ipad.
O	Worth every dime.
P	Great tablet to replace my nook.
P	Great for price.
P	Beginner to Tablets.
P	easy to use great for streaming.
P	Good.
P	Easy to use.
P	Great tablet.
P	Good device for beginners.
P	Nice and Fast budget tablet.
O	WHAT CAN I SAY.
P	Enjoyable Tablet.
P	great tablet.
O	Kindle.
P	Great Value after additions.
P	Awesomevalue for money.
P	Great tablet for the.
P	Great Kindle.
P	Great product.
P	Great Tablet.
P	Easy to watch videos.
P	Nice tablet.
O	Easy to use economical.
P	stopped working after weeks.
P	perfect for first time user.
P	Really love my new Kindle.
P	great Christmas gift.
P	So many nice features.
P	Best tablet for price.
P	Love the Fire.
P	Useful aid.
P	Awesome Tablet.
P	Best deal on a reader tablet.
P	Awesome tablet only one flaw.
P	Perfect Gift.
P	Good product.
P	Great tablet.
P	Another great tablet.
P	For wife likes it.
P	Very Nice.
P	Great gift for readers.
O	Has potential.
O	amazon fire.
P	Amazon Lover.
P	Great for Parents.
P	Good for the price.
P	Wonderful starter for a child.
P	Wonderful buy for the money spent.
O	Great tablet for entertainment.
P	My second one.
O	Fire HD.
P	Love this tablet.
P	Ho hum.
O	good for price.
P	Just as expected.
P	Fun adult toy.
P	nice upgrade.
P	great for a beginner.
P	works great.
P	You get the entire World for less than dollar.
P	Purchased for Mother as a present.
P	Good purchase.
P	Great Kindle.
P	Very user friendly.
P	Love it.
P	Great tablet for the price.
P	Clear and crisp.
P	Great for beginner.
P	Awesome.
P	Love it.
P	Great for movies and TV shows.
P	Great HD Clarity faster browsing.
P	Great tablet for speed.
P	This Fire works great for the person I gave it to.
P	Great.
P	Great Product.
P	Love it.
P	Awesome.
P	Great tablet.
P	Perfect gift.
P	Good for what I use it for.
P	Great tablet.
P	Very useful for the low cost.
P	good tablet.
P	Amazon is amazing.
P	Gift.
P	Great product.
P	Great basic tablet.
P	Moms Firestick.
P	great value.
P	Good product.
P	Great for web surfing and email.
P	Great tablet.
P	Does the job.
P	New and improved kindle.
O	Amazon Fire HD Tablet GB.
O	basic tablet.
P	Second Kindle For My Son.
P	Good.
P	Love the Amazon Fire.
P	Great Kindle.
P	The Amazon fire is the perfect size.
P	Great kindle.
P	Great tablet.
P	Great Price.
P	Excellent tablet for the low price.
P	Great Tablet.
P	Perfect size.
P	This Product Is On Fire.
O	Great tablet.
P	Works for my applications.
P	Second Kindle.
P	Good tablet.
P	Nice tablet for price.
P	Perfect for my kids.
P	FIIIIIIIIYAH.
P	Amazing Tablet.
P	Great as a gift they love it better than paper bac.
P	Excellent for the price paid.
P	Great for my grandsons.
P	Amazon is the best.
P	Awesome product Amazing Price.
P	very good tablet.
P	good price for the tablet.
P	Good buy at BestBuy.
O	fire.
O	Better than the kindle fire.
P	Inexpensive.
P	Great tablet for the.
P	Easy use.
P	Great features and affordable.
P	Great for reading.
P	i love it.
O	Replacing older Amazon Fire.
P	Love it.
P	Excellent inexpensive tablet.
P	Replacement for nonworking old Kindle.
P	gift.
P	Great for trips.
P	easy to use a little heavy to hold.
P	Easy.
P	Great tablet.
P	Great for on the go.
P	awesome.
P	good tablet.
P	Excellent.
P	Great tablet.
P	Great tablet.
P	Great for my dad.
P	Love it great purchase.
P	Great for kids.
P	Great overall tablet for multiple uses.
P	Great for young readers.
P	More capabilities than I was expecting.
P	most for the money.
P	Easy to Use.
P	Perfect for kids.
P	Gift for year old.
P	Awesome affordable tablet.
P	Great for kids.
P	Reasonable price for beginner.
P	Great tablet for reading books.
P	Nice size Very Readable.
P	My fiancee enjoyed her new toy.
P	less cumbersome.
P	Works just fine Faster than the old one.
P	Great tablet so far.
P	Great tablet.
P	Works well.
O	Tablethe Review.
P	Best tablet for its price.
P	Great tablet.
P	Love the features but.
p	Great product love it perfect for book lovers.
P	Great for learning to use computer.
P	great tablet and price.
P	Repeat purchaser.
P	Awesome tablet.
P	love it.
P	Perfect tablet that doesnot break the bank.
P	great tablet.
P	Great.
P	Good stuff.
P	Good tablet for browsing streaming reading.
P	fire hd tablet.
P	Very happy.
P	Good graphics and very easy to use.
P	Works good with Alexia.
P	Great for reading.
P	Impressive for kids.
P	Right size.
P	Amazon Fire Hd Tablet gb Wifi.
P	Great for book lovers.
P	Great Gift.
P	Great working tablet for the price.
P	Great for kids.
P	Great tablet for my child.
P	Great Simple easy to use.
P	Great ereader.
P	Good for beginners.
P	Love it.
P	Great buy for the price.
P	Good for the mind.
P	Perfect for my son.
P	Good device.
P	I love my Kindle.
P	Absolutely Great Start Up Tablet.
P	Well improved.
P	Great Inexpensive Tablet.
O	Great tablet for my grandson.
P	Not ad happy with this one by far.
P	Perfect purchase.
P	Great inexpensive tablet.
P	Best bang for the buck.
P	Great tablet.
P	Great tablet.
P	Excellent tablet for my kids.
P	Present for grandpa.
P	Love for a reader.
P	Nice tablet for my son.
P	Great for tablet readers.
P	great on the go devise.
P	Good affordable tablet.
P	Great tablet.
P	nice tablet for everydayuse.
P	Amazing.
P	Awesome tablet for me.
P	Great Kindle.
P	Awesome.
P	Super User Friendly.
P	Great product.
O	Very basic.
P	Overall nice display email setup not so friendly.
P	Great size clear picture.
P	Love it.
P	Best tablet ever.
P	Good product.
P	Easy to use especially if you are a prime member.
P	nice upgrade.
P	iPad lite.
P	Good Tv.
P	Really good picture.
P	Great tablet.
P	Great product.
P	Bought as a replacement.
P	Great.
P	Fire HD.
P	Great Tablet.
P	Great low cost tablet.
P	Exchanged for the.
P	Great tablet for the price.
P	Excellent tablet for the price.
P	Good Price.
P	Best tablet for under dollar.
P	Great low cost tablet for movies.
P	Got this for my son for Christmas He loves it.
P	Great mini tablet.
P	Good android tablet.
P	easy to use.
P	Great for what I need it for.
P	Great Amazon tablet works for me.
P	Great tablet for price.
P	Great tablet for the price.
P	Great tablet for kids.
O	Great Buy.
P	Adequate entry level tablet.
P	Great for my son.
P	Love Alexa.
P	Great price.
O	A perfect gift for grandkids.
P	simple to use and reliable so far.
P	great tablet.
P	Good Value.
P	Good for the price.
P	Great for anyone.
P	Great tablet.
P	Great tablet for the price.
P	Good tablet for children.
P	Great Door Prize.
P	Perfect tablet for a beginner.
P	Nice upgrade.
P	Outstanding quality great value.
P	nice small tablet.
P	Very Good.
P	Excellent value.
P	Color difference is HUGE Bad customer service.
O	Product Review.
O	ok tablet.
P	Great Amazon tablet.
P	Nice travel companion.
P	Great value for the money Fast processor as well.
P	Great tablet.
O	kindle hd.
P	For a toddler.
P	Great idea for a gift.
P	Hard to beat for the price.
P	Best product for this price range.
N	Not as good as I thought it would be.
P	My wife loves it.
P	light and compact.
